seconds;microseconds;left_x;right_x;groundsteering;
1584543230;10202;187;-1;-0.290888;
1584543230;110286;204;-1;-0.290888;
1584543230;211871;121;-1;-0;
1584543230;310003;43;-1;-0;
1584543230;413384;-1;-1;-0;
1584543230;509983;-1;-1;-0;
1584543230;611153;-1;-1;-0;
1584543230;711896;-1;-1;-0;
1584543230;809784;-1;-1;-0;
1584543230;909976;-1;-1;-0;
1584543231;9815;256;564;-0.170936;
1584543231;109645;249;570;-0.176937;
1584543231;211873;-1;572;-0;
1584543231;309709;-1;487;-0;
1584543231;409659;-1;580;-0;
1584543231;509845;-1;578;-0.0269875;
1584543231;610248;-1;-1;-0.0329798;
1584543231;711684;-1;-1;-0.0329798;
1584543231;809698;-1;-1;-0.0329798;
1584543231;912139;-1;583;-0.0449821;
1584543232;9600;-1;-1;-0.0599762;
1584543232;109745;-1;587;-0.0629768;
1584543232;212094;237;585;-0.119952;
1584543232;309636;217;588;-0;
1584543232;410325;217;589;-0;
1584543232;509829;240;565;-0;
1584543232;610380;240;575;-0;
1584543232;715029;240;588;-0;
1584543232;813132;240;588;-0;
1584543232;909471;222;588;-0;
1584543233;9617;222;581;-0;
1584543233;109481;222;590;-0;
1584543233;211544;240;589;-0;
1584543233;309404;240;589;-0;
